id,device_id,area,timestamp,voltage,current,power,energy,temperature,occupancy,created_at
204,LAB-02,Computer Laboratory 2,2026-08-23 02:43:37,228.7,0.71,162.38,2.8303,22.2,0,2026-08-23 12:17:06.611295
205,LIB-01,Library,2026-08-23 02:43:37,226.7,0.68,154.16,3.56,22.3,0,2026-08-23 12:17:06.611296
206,ADMIN-01,Administrative Office,2026-08-23 02:58:37,233.4,0.77,179.72,2.176,24.0,0,2026-08-23 12:17:06.611297
207,CLASS-01,Classroom 1,2026-08-23 02:58:37,226.7,0.47,106.55,1.1186,25.3,0,2026-08-23 12:17:06.611299
208,LAB-01,Computer Laboratory 1,2026-08-23 02:58:37,228.7,1.16,265.29,2.8904,22.3,0,2026-08-23 12:17:06.611300
209,LAB-02,Computer Laboratory 2,2026-08-23 02:58:37,227.6,0.71,161.6,2.8707,22.4,0,2026-08-23 12:17:06.611302
210,LIB-01,Library,2026-08-23 02:58:37,228.4,1.14,260.38,3.6251,22.2,0,2026-08-23 12:17:06.611303
211,ADMIN-01,Administrative Office,2026-08-23 03:13:37,228.8,0.53,121.26,2.2063,23.3,0,2026-08-23 12:17:06.611305
212,CLASS-01,Classroom 1,2026-08-23 03:13:37,229.8,0.42,96.52,1.1427,24.7,0,2026-08-23 12:17:06.611306
213,LAB-01,Computer Laboratory 1,2026-08-23 03:13:37,229.8,1.06,243.59,2.9513,22.4,0,2026-08-23 12:17:06.611307
214,LAB-02,Computer Laboratory 2,2026-08-23 03:13:37,237.0,0.85,201.45,2.9211,23.0,0,2026-08-23 12:17:06.611309
215,LIB-01,Library,2026-08-23 03:13:37,228.6,0.76,173.74,3.6685,22.7,0,2026-08-23 12:17:06.611310
216,ADMIN-01,Administrative Office,2026-08-23 03:28:37,229.5,0.75,172.12,2.2493,23.5,0,2026-08-23 12:17:06.611311
217,CLASS-01,Classroom 1,2026-08-23 03:28:37,232.8,0.54,125.71,1.1741,24.9,0,2026-08-23 12:17:06.611313
218,LAB-01,Computer Laboratory 1,2026-08-23 03:28:37,229.3,0.74,169.68,2.9937,22.1,0,2026-08-23 12:17:06.611314
219,LAB-02,Computer Laboratory 2,2026-08-23 03:28:37,230.3,1.0,230.3,2.9787,22.6,0,2026-08-23 12:17:06.611316
220,LIB-01,Library,2026-08-23 03:28:37,232.2,0.65,150.93,3.7062,22.2,0,2026-08-23 12:17:06.611317
221,ADMIN-01,Administrative Office,2026-08-23 03:43:37,230.1,0.71,163.37,2.2901,23.2,0,2026-08-23 12:17:06.611318
222,CLASS-01,Classroom 1,2026-08-23 03:43:37,230.8,0.6,138.48,1.2087,25.2,0,2026-08-23 12:17:06.611320
223,LAB-01,Computer Laboratory 1,2026-08-23 03:43:37,230.3,1.09,251.03,3.0565,22.6,0,2026-08-23 12:17:06.611321
224,LAB-02,Computer Laboratory 2,2026-08-23 03:43:37,234.3,0.83,194.47,3.0273,22.5,0,2026-08-23 12:17:06.611322
225,LIB-01,Library,2026-08-23 03:43:37,225.8,0.7,158.06,3.7457,22.5,0,2026-08-23 12:17:06.611324
226,ADMIN-01,Administrative Office,2026-08-23 03:58:37,231.0,0.87,200.97,2.3403,23.6,0,2026-08-23 12:17:06.611326
227,CLASS-01,Classroom 1,2026-08-23 03:58:37,231.3,0.52,120.28,1.2388,25.0,0,2026-08-23 12:17:06.611327
228,LAB-01,Computer Laboratory 1,2026-08-23 03:58:37,231.7,0.99,229.38,3.1138,22.5,0,2026-08-23 12:17:06.611328
229,LAB-02,Computer Laboratory 2,2026-08-23 03:58:37,232.2,0.89,206.66,3.079,23.0,0,2026-08-23 12:17:06.611330
230,LIB-01,Library,2026-08-23 03:58:37,230.8,0.8,184.64,3.7919,22.7,0,2026-08-23 12:17:06.611331
231,ADMIN-01,Administrative Office,2026-08-23 04:13:37,234.6,0.62,145.45,2.3767,23.8,0,2026-08-23 12:17:06.611332
232,CLASS-01,Classroom 1,2026-08-23 04:13:37,229.8,0.57,130.99,1.2715,24.9,0,2026-08-23 12:17:06.611333
233,LAB-01,Computer Laboratory 1,2026-08-23 04:13:37,231.3,0.89,205.86,3.1653,22.3,0,2026-08-23 12:17:06.611335
234,LAB-02,Computer Laboratory 2,2026-08-23 04:13:37,230.8,1.01,233.11,3.1373,22.4,0,2026-08-23 12:17:06.611336
235,LIB-01,Library,2026-08-23 04:13:37,229.0,0.68,155.72,3.8308,22.9,0,2026-08-23 12:17:06.611354
236,ADMIN-01,Administrative Office,2026-08-23 04:28:37,229.2,0.59,135.23,2.4105,23.0,0,2026-08-23 12:17:06.611356
237,CLASS-01,Classroom 1,2026-08-23 04:28:37,226.8,0.53,120.2,1.3016,24.7,0,2026-08-23 12:17:06.611357
238,LAB-01,Computer Laboratory 1,2026-08-23 04:28:37,228.4,0.72,164.45,3.2064,23.0,0,2026-08-23 12:17:06.611359
239,LAB-02,Computer Laboratory 2,2026-08-23 04:28:37,224.3,0.86,192.9,3.1855,22.6,0,2026-08-23 12:17:06.611361
240,LIB-01,Library,2026-08-23 04:28:37,229.9,0.85,195.41,3.8797,22.6,0,2026-08-23 12:17:06.611362
241,ADMIN-01,Administrative Office,2026-08-23 04:43:37,231.3,0.73,168.85,2.4527,23.2,0,2026-08-23 12:17:06.611363
242,CLASS-01,Classroom 1,2026-08-23 04:43:37,235.2,0.54,127.01,1.3334,24.5,0,2026-08-23 12:17:06.611365
243,LAB-01,Computer Laboratory 1,2026-08-23 04:43:37,232.8,1.01,235.13,3.2652,22.5,0,2026-08-23 12:17:06.611366
244,LAB-02,Computer Laboratory 2,2026-08-23 04:43:37,228.1,1.08,246.35,3.2471,22.8,0,2026-08-23 12:17:06.611368
245,LIB-01,Library,2026-08-23 04:43:37,229.5,0.69,158.35,3.9193,21.9,0,2026-08-23 12:17:06.611369
246,ADMIN-01,Administrative Office,2026-08-23 04:58:37,222.6,0.49,109.07,2.48,23.6,0,2026-08-23 12:17:06.611370
247,CLASS-01,Classroom 1,2026-08-23 04:58:37,231.3,0.52,120.28,1.3635,24.6,0,2026-08-23 12:17:06.611372
248,LAB-01,Computer Laboratory 1,2026-08-23 04:58:37,227.3,1.17,265.94,3.3317,22.4,0,2026-08-23 12:17:06.611374
249,LAB-02,Computer Laboratory 2,2026-08-23 04:58:37,230.9,0.91,210.12,3.2996,22.3,0,2026-08-23 12:17:06.611375
250,LIB-01,Library,2026-08-23 04:58:37,230.9,0.92,212.43,3.9724,22.6,0,2026-08-23 12:17:06.611377
251,ADMIN-01,Administrative Office,2026-08-23 05:13:37,229.5,0.86,197.37,2.5293,23.1,0,2026-08-23 12:17:06.611378
252,CLASS-01,Classroom 1,2026-08-23 05:13:37,230.8,0.56,129.25,1.3958,25.0,0,2026-08-23 12:17:06.611379
253,LAB-01,Computer Laboratory 1,2026-08-23 05:13:37,226.8,0.83,188.24,3.3788,22.7,0,2026-08-23 12:17:06.611381
254,LAB-02,Computer Laboratory 2,2026-08-23 05:13:37,229.5,0.75,172.12,3.3426,22.7,0,2026-08-23 12:17:06.611383
255,LIB-01,Library,2026-08-23 05:13:37,229.6,1.1,252.56,4.0355,22.2,0,2026-08-23 12:17:06.611384
256,ADMIN-01,Administrative Office,2026-08-23 05:28:37,223.7,0.84,187.91,2.5763,23.2,0,2026-08-23 12:17:06.611385
257,CLASS-01,Classroom 1,2026-08-23 05:28:37,230.5,0.38,87.59,1.4177,24.7,0,2026-08-23 12:17:06.611386
258,LAB-01,Computer Laboratory 1,2026-08-23 05:28:37,232.8,0.9,209.52,3.4312,22.3,0,2026-08-23 12:17:06.611388
259,LAB-02,Computer Laboratory 2,2026-08-23 05:28:37,225.1,0.64,144.06,3.3786,23.0,0,2026-08-23 12:17:06.611389
260,LIB-01,Library,2026-08-23 05:28:37,230.5,1.04,239.72,4.0954,22.3,0,2026-08-23 12:17:06.611394
261,ADMIN-01,Administrative Office,2026-08-23 05:43:37,231.1,0.66,152.53,2.6144,23.2,0,2026-08-23 12:17:06.611395
262,CLASS-01,Classroom 1,2026-08-23 05:43:37,227.6,0.42,95.59,1.4416,24.6,0,2026-08-23 12:17:06.611397
263,LAB-01,Computer Laboratory 1,2026-08-23 05:43:37,228.4,0.89,203.28,3.482,22.8,0,2026-08-23 12:17:06.611398
264,LAB-02,Computer Laboratory 2,2026-08-23 05:43:37,230.8,0.7,161.56,3.419,22.7,0,2026-08-23 12:17:06.611399
265,LIB-01,Library,2026-08-23 05:43:37,229.5,0.65,149.18,4.1327,22.0,0,2026-08-23 12:17:06.611401
266,ADMIN-01,Administrative Office,2026-08-23 05:58:37,229.2,0.49,112.31,2.6425,23.5,0,2026-08-23 12:17:06.611403
267,CLASS-01,Classroom 1,2026-08-23 05:58:37,231.6,0.32,74.11,1.4601,24.5,0,2026-08-23 12:17:06.611404
268,LAB-01,Computer Laboratory 1,2026-08-23 05:58:37,228.5,1.09,249.07,3.5443,22.9,0,2026-08-23 12:17:06.611406
269,LAB-02,Computer Laboratory 2,2026-08-23 05:58:37,234.1,1.04,243.46,3.4799,22.4,0,2026-08-23 12:17:06.611407
270,LIB-01,Library,2026-08-23 05:58:37,230.2,1.09,250.92,4.1954,22.8,0,2026-08-23 12:17:06.611409
271,ADMIN-01,Administrative Office,2026-08-23 06:13:37,226.1,0.58,131.14,2.6753,23.3,0,2026-08-23 12:17:06.611410
272,CLASS-01,Classroom 1,2026-08-23 06:13:37,227.0,0.47,106.69,1.4868,25.2,0,2026-08-23 12:17:06.611411
273,LAB-01,Computer Laboratory 1,2026-08-23 06:13:37,232.7,0.95,221.06,3.5996,22.8,0,2026-08-23 12:17:06.611413
274,LAB-02,Computer Laboratory 2,2026-08-23 06:13:37,231.3,1.17,270.62,3.5476,22.3,0,2026-08-23 12:17:06.611414
275,LIB-01,Library,2026-08-23 06:13:37,224.4,0.91,204.2,4.2464,22.6,0,2026-08-23 12:17:06.611415
276,ADMIN-01,Administrative Office,2026-08-23 06:28:37,231.4,0.72,166.61,2.717,23.6,0,2026-08-23 12:17:06.611417
277,CLASS-01,Classroom 1,2026-08-23 06:28:37,231.1,0.36,83.2,1.5076,25.1,0,2026-08-23 12:17:06.611418
278,LAB-01,Computer Laboratory 1,2026-08-23 06:28:37,228.1,0.71,161.95,3.6401,22.1,0,2026-08-23 12:17:06.611419
279,LAB-02,Computer Laboratory 2,2026-08-23 06:28:37,234.0,1.14,266.76,3.6143,22.3,0,2026-08-23 12:17:06.611420
280,LIB-01,Library,2026-08-23 06:28:37,230.1,0.97,223.2,4.3022,22.1,0,2026-08-23 12:17:06.611422
281,ADMIN-01,Administrative Office,2026-08-23 06:43:37,230.7,0.75,173.02,2.7603,23.4,0,2026-08-23 12:17:06.611423
282,CLASS-01,Classroom 1,2026-08-23 06:43:37,230.2,0.6,138.12,1.5421,24.7,0,2026-08-23 12:17:06.611424
283,LAB-01,Computer Laboratory 1,2026-08-23 06:43:37,232.3,0.61,141.7,3.6755,22.1,0,2026-08-23 12:17:06.611426
284,LAB-02,Computer Laboratory 2,2026-08-23 06:43:37,229.0,0.83,190.07,3.6618,22.2,0,2026-08-23 12:17:06.611427
285,LIB-01,Library,2026-08-23 06:43:37,232.2,1.15,267.03,4.369,22.7,0,2026-08-23 12:17:06.611429
286,ADMIN-01,Administrative Office,2026-08-23 06:58:37,228.9,0.52,119.03,2.7901,23.5,0,2026-08-23 12:17:06.611430
287,CLASS-01,Classroom 1,2026-08-23 06:58:37,226.1,0.49,110.79,1.5698,24.8,0,2026-08-23 12:17:06.611431
288,LAB-01,Computer Laboratory 1,2026-08-23 06:58:37,224.9,0.63,141.69,3.7109,22.8,0,2026-08-23 12:17:06.611433
289,LAB-02,Computer Laboratory 2,2026-08-23 06:58:37,231.1,0.7,161.77,3.7022,22.2,0,2026-08-23 12:17:06.611434
290,LIB-01,Library,2026-08-23 06:58:37,228.6,0.88,201.17,4.4193,22.1,0,2026-08-23 12:17:06.611436
291,ADMIN-01,Administrative Office,2026-08-23 07:13:37,230.4,0.7,161.28,2.8304,24.0,0,2026-08-23 12:17:06.611437
292,CLASS-01,Classroom 1,2026-08-23 07:13:37,230.3,0.57,131.27,1.6026,24.4,0,2026-08-23 12:17:06.611438
293,LAB-01,Computer Laboratory 1,2026-08-23 07:13:37,227.2,0.84,190.85,3.7586,22.7,0,2026-08-23 12:17:06.611440
294,LAB-02,Computer Laboratory 2,2026-08-23 07:13:37,230.8,1.12,258.5,3.7668,22.9,0,2026-08-23 12:17:06.611441
295,LIB-01,Library,2026-08-23 07:13:37,232.2,0.76,176.47,4.4634,22.6,0,2026-08-23 12:17:06.611442
296,ADMIN-01,Administrative Office,2026-08-23 07:28:37,230.3,0.57,131.27,2.8632,23.1,0,2026-08-23 12:17:06.611444
297,CLASS-01,Classroom 1,2026-08-23 07:28:37,231.9,0.55,127.55,1.6345,24.4,0,2026-08-23 12:17:06.611445
298,LAB-01,Computer Laboratory 1,2026-08-23 07:28:37,226.6,0.99,224.33,3.8147,22.7,0,2026-08-23 12:17:06.611447
299,LAB-02,Computer Laboratory 2,2026-08-23 07:28:37,230.3,0.94,216.48,3.8209,22.5,0,2026-08-23 12:17:06.611448
300,LIB-01,Library,2026-08-23 07:28:37,232.0,1.19,276.08,4.5324,22.4,0,2026-08-23 12:17:06.611450
301,ADMIN-01,Administrative Office,2026-08-23 07:43:37,233.2,0.48,111.94,2.8912,23.3,0,2026-08-23 12:17:06.611451
302,CLASS-01,Classroom 1,2026-08-23 07:43:37,232.1,0.51,118.37,1.6641,24.7,0,2026-08-23 12:17:06.611453
303,LAB-01,Computer Laboratory 1,2026-08-23 07:43:37,226.1,1.06,239.67,3.8746,22.3,0,2026-08-23 12:17:06.611454
304,LAB-02,Computer Laboratory 2,2026-08-23 07:43:37,233.4,1.02,238.07,3.8804,22.9,0,2026-08-23 12:17:06.611455
305,LIB-01,Library,2026-08-23 07:43:37,233.5,0.79,184.47,4.5785,22.1,0,2026-08-23 12:17:06.611457
306,ADMIN-01,Administrative Office,2026-08-23 07:58:37,229.6,0.58,133.17,2.9245,23.7,0,2026-08-23 12:17:06.611458
307,CLASS-01,Classroom 1,2026-08-23 07:58:37,232.8,0.53,123.38,1.6949,25.2,0,2026-08-23 12:17:06.611460
308,LAB-01,Computer Laboratory 1,2026-08-23 07:58:37,229.9,0.68,156.33,3.9137,22.3,0,2026-08-23 12:17:06.611461
309,LAB-02,Computer Laboratory 2,2026-08-23 07:58:37,234.9,0.96,225.5,3.9368,22.4,0,2026-08-23 12:17:06.611462
310,LIB-01,Library,2026-08-23 07:58:37,230.4,0.92,211.97,4.6315,22.0,0,2026-08-23 12:17:06.611464
311,ADMIN-01,Administrative Office,2026-08-23 08:13:37,228.6,0.84,192.02,2.9725,23.8,0,2026-08-23 12:17:06.611465
312,CLASS-01,Classroom 1,2026-08-23 08:13:37,231.4,1.64,379.5,1.7898,24.9,4,2026-08-23 12:17:06.611467
313,LAB-01,Computer Laboratory 1,2026-08-23 08:13:37,227.6,2.29,521.2,4.044,22.2,0,2026-08-23 12:17:06.611468
314,LAB-02,Computer Laboratory 2,2026-08-23 08:13:37,229.7,2.17,498.45,4.0614,22.2,0,2026-08-23 12:17:06.611470
315,LIB-01,Library,2026-08-23 08:13:37,231.5,0.96,222.24,4.6871,22.2,0,2026-08-23 12:17:06.611472
316,ADMIN-01,Administrative Office,2026-08-23 08:28:37,232.4,0.56,130.14,3.005,23.6,0,2026-08-23 12:17:06.611473
317,CLASS-01,Classroom 1,2026-08-23 08:28:37,229.9,1.14,262.09,1.8553,24.8,1,2026-08-23 12:17:06.611475
318,LAB-01,Computer Laboratory 1,2026-08-23 08:28:37,229.1,4.5,1030.95,4.3017,22.5,4,2026-08-23 12:17:06.611477
319,LAB-02,Computer Laboratory 2,2026-08-23 08:28:37,232.0,3.7,858.4,4.276,23.2,3,2026-08-23 12:17:06.611478
320,LIB-01,Library,2026-08-23 08:28:37,228.6,1.03,235.46,4.746,22.5,0,2026-08-23 12:17:06.611480
321,ADMIN-01,Administrative Office,2026-08-23 08:43:37,222.5,0.8,178.0,3.0495,23.4,0,2026-08-23 12:17:06.611481
322,CLASS-01,Classroom 1,2026-08-23 08:43:37,233.5,1.78,415.63,1.9592,25.3,4,2026-08-23 12:17:06.611482
323,LAB-01,Computer Laboratory 1,2026-08-23 08:43:37,230.4,4.58,1055.23,4.5655,23.2,4,2026-08-23 12:17:06.611483
324,LAB-02,Computer Laboratory 2,2026-08-23 08:43:37,230.8,2.54,586.23,4.4226,22.9,1,2026-08-23 12:17:06.611485
325,LIB-01,Library,2026-08-23 08:43:37,230.7,0.76,175.33,4.7898,22.3,0,2026-08-23 12:17:06.611486
326,ADMIN-01,Administrative Office,2026-08-23 08:58:37,229.1,0.82,187.86,3.0965,23.6,0,2026-08-23 12:17:06.611487
327,CLASS-01,Classroom 1,2026-08-23 08:58:37,228.4,1.88,429.39,2.0665,25.4,4,2026-08-23 12:17:06.611489
328,LAB-01,Computer Laboratory 1,2026-08-23 08:58:37,231.5,4.44,1027.86,4.8225,23.1,4,2026-08-23 12:17:06.611490
329,LAB-02,Computer Laboratory 2,2026-08-23 08:58:37,225.9,3.43,774.84,4.6163,22.7,3,2026-08-23 12:17:06.611491
330,LIB-01,Library,2026-08-23 08:58:37,226.9,1.01,229.17,4.8471,22.0,0,2026-08-23 12:17:06.611493
331,ADMIN-01,Administrative Office,2026-08-23 09:13:37,227.6,1.74,396.02,3.1955,24.2,0,2026-08-23 12:17:06.611494
332,CLASS-01,Classroom 1,2026-08-23 09:13:37,230.9,1.57,362.51,2.1571,26.4,3,2026-08-23 12:17:06.611495
333,LAB-01,Computer Laboratory 1,2026-08-23 09:13:37,229.4,3.43,786.84,5.0192,24.4,2,2026-08-23 12:17:06.611497
334,LAB-02,Computer Laboratory 2,2026-08-23 09:13:37,229.9,2.87,659.81,4.7813,23.6,2,2026-08-23 12:17:06.611498
335,LIB-01,Library,2026-08-23 09:13:37,233.3,2.11,492.26,4.9702,23.0,1,2026-08-23 12:17:06.611499
336,ADMIN-01,Administrative Office,2026-08-23 09:28:37,230.3,2.11,485.93,3.317,24.5,1,2026-08-23 12:17:06.611501
337,CLASS-01,Classroom 1,2026-08-23 09:28:37,228.0,2.1,478.8,2.2768,26.2,6,2026-08-23 12:17:06.611502
338,LAB-01,Computer Laboratory 1,2026-08-23 09:28:37,234.1,3.75,877.88,5.2387,23.8,3,2026-08-23 12:17:06.611503
339,LAB-02,Computer Laboratory 2,2026-08-23 09:28:37,230.8,3.33,768.56,4.9734,23.5,2,2026-08-23 12:17:06.611504
340,LIB-01,Library,2026-08-23 09:28:37,230.4,2.77,638.21,5.1298,23.0,4,2026-08-23 12:17:06.611506
341,ADMIN-01,Administrative Office,2026-08-23 09:43:37,227.3,1.98,450.05,3.4295,24.6,1,2026-08-23 12:17:06.611507
342,CLASS-01,Classroom 1,2026-08-23 09:43:37,232.5,0.96,223.2,2.3326,26.2,0,2026-08-23 12:17:06.611508
343,LAB-01,Computer Laboratory 1,2026-08-23 09:43:37,229.0,3.62,828.98,5.4459,24.4,3,2026-08-23 12:17:06.611510
344,LAB-02,Computer Laboratory 2,2026-08-23 09:43:37,228.0,3.18,725.04,5.1547,23.9,2,2026-08-23 12:17:06.611511
345,LIB-01,Library,2026-08-23 09:43:37,227.8,3.0,683.4,5.3007,23.4,3,2026-08-23 12:17:06.611516
346,ADMIN-01,Administrative Office,2026-08-23 09:58:37,226.0,2.11,476.86,3.5487,24.2,0,2026-08-23 12:17:06.611517
347,CLASS-01,Classroom 1,2026-08-23 09:58:37,229.8,1.49,342.4,2.4182,26.7,2,2026-08-23 12:17:06.611519
348,LAB-01,Computer Laboratory 1,2026-08-23 09:58:37,224.5,3.77,846.37,5.6575,24.4,3,2026-08-23 12:17:06.611520
349,LAB-02,Computer Laboratory 2,2026-08-23 09:58:37,230.8,2.6,600.08,5.3047,23.5,1,2026-08-23 12:17:06.611521
350,LIB-01,Library,2026-08-23 09:58:37,235.6,2.26,532.46,5.4338,23.0,0,2026-08-23 12:17:06.611523
351,ADMIN-01,Administrative Office,2026-08-23 10:13:37,233.5,1.37,319.9,3.6287,24.9,0,2026-08-23 12:17:06.611524
352,CLASS-01,Classroom 1,2026-08-23 10:13:37,223.8,1.75,391.65,2.5161,26.4,5,2026-08-23 12:17:06.611525
353,LAB-01,Computer Laboratory 1,2026-08-23 10:13:37,230.5,2.54,585.47,5.8039,24.3,1,2026-08-23 12:17:06.611527
354,LAB-02,Computer Laboratory 2,2026-08-23 10:13:37,231.0,3.41,787.71,5.5016,23.6,2,2026-08-23 12:17:06.611528
355,LIB-01,Library,2026-08-23 10:13:37,227.9,2.04,464.92,5.55,23.6,1,2026-08-23 12:17:06.611529
356,ADMIN-01,Administrative Office,2026-08-23 10:28:37,229.1,2.11,483.4,3.7495,24.4,1,2026-08-23 12:17:06.611531
357,CLASS-01,Classroom 1,2026-08-23 10:28:37,234.7,1.83,429.5,2.6235,26.7,4,2026-08-23 12:17:06.611532
358,LAB-01,Computer Laboratory 1,2026-08-23 10:28:37,230.7,1.8,415.26,5.9077,24.2,0,2026-08-23 12:17:06.611534
359,LAB-02,Computer Laboratory 2,2026-08-23 10:28:37,231.1,2.35,543.09,5.6374,23.9,0,2026-08-23 12:17:06.611535
360,LIB-01,Library,2026-08-23 10:28:37,229.1,2.14,490.27,5.6726,23.4,1,2026-08-23 12:17:06.611536
361,ADMIN-01,Administrative Office,2026-08-23 10:43:37,234.0,2.2,514.8,3.8782,24.2,1,2026-08-23 12:17:06.611537
362,CLASS-01,Classroom 1,2026-08-23 10:43:37,228.5,2.22,507.27,2.7503,26.8,6,2026-08-23 12:17:06.611539
363,LAB-01,Computer Laboratory 1,2026-08-23 10:43:37,232.1,2.46,570.97,6.0504,23.4,1,2026-08-23 12:17:06.611540
364,LAB-02,Computer Laboratory 2,2026-08-23 10:43:37,231.3,3.51,811.86,5.8404,23.9,3,2026-08-23 12:17:06.611542
365,LIB-01,Library,2026-08-23 10:43:37,231.7,2.37,549.13,5.8099,22.9,0,2026-08-23 12:17:06.611543
366,ADMIN-01,Administrative Office,2026-08-23 10:58:37,230.1,1.94,446.39,3.9898,25.0,0,2026-08-23 12:17:06.611544
367,CLASS-01,Classroom 1,2026-08-23 10:58:37,231.1,0.83,191.81,2.7983,26.8,0,2026-08-23 12:17:06.611546
368,LAB-01,Computer Laboratory 1,2026-08-23 10:58:37,230.7,2.76,636.73,6.2096,23.6,1,2026-08-23 12:17:06.611547
369,LAB-02,Computer Laboratory 2,2026-08-23 10:58:37,230.7,2.72,627.5,5.9973,24.3,1,2026-08-23 12:17:06.611548
370,LIB-01,Library,2026-08-23 10:58:37,229.8,3.22,739.96,5.9949,23.6,5,2026-08-23 12:17:06.611550
371,ADMIN-01,Administrative Office,2026-08-23 11:13:37,230.2,1.92,441.98,4.1003,24.1,1,2026-08-23 12:17:06.611551
372,CLASS-01,Classroom 1,2026-08-23 11:13:37,232.5,1.78,413.85,2.9018,26.8,5,2026-08-23 12:17:06.611552
373,LAB-01,Computer Laboratory 1,2026-08-23 11:13:37,229.9,1.66,381.63,6.305,23.6,0,2026-08-23 12:17:06.611554
374,LAB-02,Computer Laboratory 2,2026-08-23 11:13:37,224.9,2.73,613.98,6.1508,24.2,1,2026-08-23 12:17:06.611555
375,LIB-01,Library,2026-08-23 11:13:37,231.7,2.28,528.28,6.127,23.5,2,2026-08-23 12:17:06.611556
376,ADMIN-01,Administrative Office,2026-08-23 11:28:37,227.8,2.09,476.1,4.2193,24.6,1,2026-08-23 12:17:06.611557
377,CLASS-01,Classroom 1,2026-08-23 11:28:37,235.5,1.61,379.16,2.9966,26.1,3,2026-08-23 12:17:06.611559
378,LAB-01,Computer Laboratory 1,2026-08-23 11:28:37,232.8,3.68,856.7,6.5192,23.6,3,2026-08-23 12:17:06.611560
379,LAB-02,Computer Laboratory 2,2026-08-23 11:28:37,230.6,3.19,735.61,6.3347,24.0,2,2026-08-23 12:17:06.611561
380,LIB-01,Library,2026-08-23 11:28:37,230.4,3.1,714.24,6.3056,23.8,5,2026-08-23 12:17:06.611563
381,ADMIN-01,Administrative Office,2026-08-23 11:43:37,236.2,1.86,439.33,4.3291,24.7,0,2026-08-23 12:17:06.611564
382,CLASS-01,Classroom 1,2026-08-23 11:43:37,233.4,1.14,266.08,3.0631,26.1,1,2026-08-23 12:17:06.611565
383,LAB-01,Computer Laboratory 1,2026-08-23 11:43:37,233.5,1.95,455.32,6.633,24.0,0,2026-08-23 12:17:06.611567
384,LAB-02,Computer Laboratory 2,2026-08-23 11:43:37,233.2,3.31,771.89,6.5277,23.7,2,2026-08-23 12:17:06.611568
385,LIB-01,Library,2026-08-23 11:43:37,224.8,2.5,562.0,6.4461,23.7,3,2026-08-23 12:17:06.611569
386,ADMIN-01,Administrative Office,2026-08-23 11:58:37,225.3,1.83,412.3,4.4322,25.0,0,2026-08-23 12:17:06.611588
387,CLASS-01,Classroom 1,2026-08-23 11:58:37,225.6,2.06,464.74,3.1793,26.2,5,2026-08-23 12:17:06.611590
388,LAB-01,Computer Laboratory 1,2026-08-23 11:58:37,228.9,2.61,597.43,6.7824,23.5,1,2026-08-23 12:17:06.611592
389,LAB-02,Computer Laboratory 2,2026-08-23 11:58:37,232.2,3.06,710.53,6.7053,23.7,2,2026-08-23 12:17:06.611593
390,LIB-01,Library,2026-08-23 11:58:37,231.8,3.14,727.85,6.6281,23.0,4,2026-08-23 12:17:06.611595
391,ADMIN-01,Administrative Office,2026-08-23 12:13:37,231.1,1.39,321.23,4.5125,26.1,0,2026-08-23 12:17:06.611596
392,CLASS-01,Classroom 1,2026-08-23 12:13:37,231.7,1.5,347.55,3.2662,29.1,3,2026-08-23 12:17:06.611598
393,LAB-01,Computer Laboratory 1,2026-08-23 12:13:37,231.2,2.64,610.37,6.935,26.2,1,2026-08-23 12:17:06.611599
394,LAB-02,Computer Laboratory 2,2026-08-23 12:13:37,229.9,2.44,560.96,6.8455,25.5,1,2026-08-23 12:17:06.611600
395,LIB-01,Library,2026-08-23 12:13:37,233.9,2.41,563.7,6.769,24.3,2,2026-08-23 12:17:06.611602
396,ADMIN-01,Administrative Office,2026-08-23 12:28:37,230.5,1.24,285.82,4.584,26.2,0,2026-08-23 12:17:06.611603
397,CLASS-01,Classroom 1,2026-08-23 12:28:37,230.6,1.86,428.92,3.3734,28.8,4,2026-08-23 12:17:06.611604
398,LAB-01,Computer Laboratory 1,2026-08-23 12:28:37,231.2,2.47,571.06,7.0778,25.4,1,2026-08-23 12:17:06.611606
399,LAB-02,Computer Laboratory 2,2026-08-23 12:28:37,230.2,2.66,612.33,6.9986,26.0,1,2026-08-23 12:17:06.611607
400,LIB-01,Library,2026-08-23 12:28:37,232.3,2.2,511.06,6.8968,24.3,0,2026-08-23 12:17:06.611608
401,ADMIN-01,Administrative Office,2026-08-23 12:43:37,226.3,1.73,391.5,4.6819,26.0,0,2026-08-23 12:17:06.611610
402,CLASS-01,Classroom 1,2026-08-23 12:43:37,227.4,2.09,475.27,3.4922,29.3,6,2026-08-23 12:17:06.611611
403,LAB-01,Computer Laboratory 1,2026-08-23 12:43:37,234.9,2.35,552.01,7.2158,25.5,1,2026-08-23 12:17:06.611613
404,LAB-02,Computer Laboratory 2,2026-08-23 12:43:37,228.1,2.51,572.53,7.1417,26.0,1,2026-08-23 12:17:06.611614
405,LIB-01,Library,2026-08-23 12:43:37,228.4,3.27,746.87,7.0835,24.3,4,2026-08-23 12:17:06.611615
406,ADMIN-01,Administrative Office,2026-08-23 12:58:37,225.3,2.15,484.39,4.803,26.4,0,2026-08-23 12:17:06.611617
407,CLASS-01,Classroom 1,2026-08-23 12:58:37,230.4,2.15,495.36,3.616,28.5,6,2026-08-23 12:17:06.611618
